Country,Category,ForeignInvestment,Date,FinancialYear
Samoa,Service,10,2019,2018-2019
Samoa,Service,45,2019,2018-2019
China,Service,10,2019,2018-2019
Qatar,Service,240,2019,2018-2019
China,Service,10,2019,2018-2019
UK,Service,5,2019,2018-2019
China,Service,15,2019,2018-2019
China,Service,25,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,25,2019,2018-2019
India,Service,5,2019,2018-2019
China,Service,25,2019,2018-2019
India,Service,100,2019,2018-2019
China,Service,5,2019,2018-2019
China,Service,50,2019,2018-2019
India,Service,6,2019,2018-2019
China,Service,20,2019,2018-2019
India,Service,5,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,5.1,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,25,2019,2018-2019
S. Korea,Service,5,2019,2018-2019
Japan,Service,13.75,2019,2018-2019
India,Service,5,2019,2018-2019
India,Service,5,2019,2018-2019
Malaysia,Service,100,2019,2018-2019
Malaysia,Service,28,2019,2018-2019
China,Service,5,2019,2018-2019
S. Korea,Service,5,2019,2018-2019
India,Service,5,2019,2018-2019
Italy,Service,5,2019,2018-2019
China,Service,10,2019,2018-2019
India,Service,5,2019,2018-2019
India,Service,17,2019,2018-2019
S. Korea,Service,5,2019,2018-2019
USA,Service,10,2019,2018-2019
China,Service,5.1,2019,2018-2019
China,Service,49.5,2019,2018-2019
China,Service,10,2019,2018-2019
China,Service,5,2019,2018-2019
France,Service,5.145,2019,2018-2019
India,Service,5,2019,2018-2019
Japan,Service,5,2019,2018-2019
China,Service,12,2019,2018-2019
India,Service,5,2019,2018-2019
China,Service,30,2019,2018-2019
China,Service,5,2019,2018-2019
India,Service,10,2019,2018-2019
India,Service,5,2019,2018-2019
S. Korea,Service,5.2,2019,2018-2019
Japan,Service,4.9998,2019,2018-2019
Malaysia,Service,5,2019,2018-2019
UK,Service,5,2019,2018-2019
China,Service,15,2019,2018-2019
China,Service,5,2019,2018-2019
Malaysia,Service,4.99998,2019,2018-2019
NewZealand,Service,5,2019,2018-2019
India,Service,5,2019,2018-2019
Myanmar,Service,300,2019,2018-2019
China,Service,250,2019,2018-2019
Myanmar,Service,300,2019,2018-2019
China,Service,250,2019,2018-2019
Germany,Service,50,2019,2018-2019
China,Service,1000,2019,2018-2019
China,Service,150,2019,2018-2019
China,Service,300,2019,2018-2019
China,Service,50,2019,2018-2019
China,Service,150,2019,2018-2019
India,Service,99.981,2019,2018-2019
China,Service,100,2019,2018-2019
China,Service,100,2019,2018-2019
China,Service,250,2019,2018-2019
Turkey,Service,50,2019,2018-2019
China,Service,300,2019,2018-2019
China,Service,250,2019,2018-2019
China,Service,100,2019,2018-2019
India,Service,250,2019,2018-2019
China,Service,250,2019,2018-2019
China,Service,300,2019,2018-2019
China,Service,150,2019,2018-2019
China,Service,250,2019,2018-2019
China,Tourism,100,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,250,2020,2019-2020
Bangladesh,Manufacturing,150,2020,2019-2020
China,Construction,51,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Service,50,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Service,250,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Service,50,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Service,200,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,100,2020,2019-2020
India,Tourism,50,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,270,2020,2019-2020
China,Manufacturing,100,2020,2019-2020
China,Construction,300,2020,2019-2020
Japan,Tourism,50,2020,2019-2020
China,Service,50,2020,2019-2020
India,Tourism,100,2020,2019-2020
China,Construction,150,2020,2019-2020
Australia,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Tourism,50,2020,2019-2020
India,Manufacturing,50,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Manufacturing,200,2020,2019-2020
China,Tourism,300,2020,2019-2020
UK,"Information, Technology and Transmission Technology",1350,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,200,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Construction,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Manufacturing,242,2020,2019-2020
China,Manufacturing,60,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Service,50,2020,2019-2020
China,Manufacturing,248,2020,2019-2020
France,Tourism,200,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Service,150,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Manufacturing,100,2020,2019-2020
China,Service,50,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Tourism,150,2020,2019-2020
UK,Construction,160,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Service,100,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,200,2020,2019-2020
China,Mines and Minerals,200,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Construction,70,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Mines and Minerals,100,2020,2019-2020
Pakistan,Construction,50,2020,2019-2020
China,Construction,150,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Manufacturing,50,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Service,250,2020,2019-2020
Japan,Construction,51,2020,2019-2020
India,Construction,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
UAE,Energy,480,2020,2019-2020
UK,Service,50,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Tourism,200,2020,2019-2020
China,Tourism,200,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Energy,200,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
India,Service,2100,2020,2019-2020
India,Manufacturing,147,2020,2019-2020
India,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,"Information, Technology and Transmission Technology",100,2020,2019-2020
Pakistan,Construction,50,2020,2019-2020
China,Mines and Minerals,165,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Tourism,100,2020,2019-2020
China,Service,150,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,450,2020,2019-2020
China,Manufacturing,50,2020,2019-2020
Malaysia,Tourism,50,2020,2019-2020
China,Tourism,200,2020,2019-2020
Canada,Manufacturing,500,2020,2019-2020
China,Tourism,50,2020,2019-2020
S. Korea,Manufacturing,150,2020,2019-2020
UK,Energy,367,2020,2019-2020
USA,Energy,4074,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",60,2020,2019-2020
Poland,Tourism,150,2020,2019-2020
China,Service,50,2020,2019-2020
China,Service,50,2020,2019-2020
France,Tourism,50,2020,2019-2020
China,Manufacturing,50,2020,2019-2020
China,Manufacturing,100,2020,2019-2020
China,Tourism,200,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,100,2020,2019-2020
S. Korea,Manufacturing,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Service,250,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Manufacturing,150,2020,2019-2020
India,Manufacturing,228,2020,2019-2020
UAE,Energy,0,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
India,Energy,58,2020,2019-2020
India,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Manufacturing,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
USA,Tourism,54,2020,2019-2020
China,Construction,50,2020,2019-2020
China,Mines and Minerals,200,2020,2019-2020
China,Manufacturing,50,2020,2019-2020
USA,Service,51,2020,2019-2020
China,Service,130,2020,2019-2020
India,Manufacturing,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",200,2020,2019-2020
Australia,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Construction,50,2020,2019-2020
S. Korea,Manufacturing,50,2020,2019-2020
Japan,Service,50,2020,2019-2020
China,Service,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
India,Manufacturing,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
Bangladesh,Tourism,50,2020,2019-2020
USA,"Information, Technology and Transmission Technology",50,2020,2019-2020
China,Manufacturing,100,2020,2019-2020
India,Mines and Minerals,100,2020,2019-2020
China,Tourism,200,2020,2019-2020
India,Manufacturing,56,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Construction,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",50,2020,2019-2020
Singapore,Manufacturing,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Service,100,2020,2019-2020
China,Service,100,2020,2019-2020
Netherlands,Service,50,2020,2019-2020
Malaysia,Tourism,30,2020,2019-2020
India,Service,50,2020,2019-2020
India,Service,50,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
Netherlands,Tourism,6,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Service,150,2020,2019-2020
China,Service,200,2020,2019-2020
China,Tourism,1,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Construction,250,2020,2019-2020
China,"Information, Technology and Transmission Technology",100,2020,2019-2020
China,Service,50,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Service,250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,"Information, Technology and Transmission Technology",250,2020,2019-2020
China,Service,250,2020,2019-2020
China,Service,250,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,5,2020,2019-2020
India,Tourism,558,2020,2019-2020
China,Construction,250,2020,2019-2020
China,Service,200,2020,2019-2020
China,Service,200,2020,2019-2020
China,Tourism,150,2020,2019-2020
China,Construction,5,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,250,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,50,2020,2019-2020
China,Tourism,250,2020,2019-2020
India,Tourism,50,2020,2019-2020
India,Tourism,50,2020,2019-2020
India,Tourism,50,2020,2019-2020
China,Manufacturing,125,2020,2019-2020
